Word, wordscore
Aberglaube,6.0
ghand,9.0
Bhi,9.0
Inugami,7.0
Bashir,8.333333333333334
fue,6.0
Joulumaasta,6.0
Nazdik,9.6
Miles,7.625
fun,7.0
Havana,6.583333333333333
Dogtown,7.5
Notes,8.40909090909091
Bin,6.333333333333333
Sakebi,5.0
Tomorrow...,6.0
Big,6.981394186823864
Shiqi,8.0
anges,6.5
Bit,6.102272727272727
Bir,7.1875
Inferno,6.333333333333333
pasado,6.5
Selena,9.333333333333334
Robert,7.885714285714286
fra,6.25
Anatomie,5.5
Predators,6.4375
Greedy,7.0
faci?,6.0
Watermen,2.0
lItalia,5.5
Kampf,4.0
Public,5.821917808219178
clip,8.0
Learning,9.333333333333334
Bha,5.0
Masked,9.0
Deportado,7.0
kommer,6.0
Threesome,6.0
S�,8.333333333333334
Fanboys,6.777777777777778
Commitments,9.5
fou,6.4
Blanco,9.0
for,6.756072055874657
Tootin,7.0
fon,6.0
Pacifique,7.0
laupitaji,5.0
Bellflower,6.0
Neighbor,8.0
Kotoko,7.5
Takedown,8.0
Dictator,7.42911877394636
hombre,8.0
Aitraaz,9.0
Guillotines,1.0
Baghead,6.0
Ishaqzaade,8.0
Deddo,6.0
Romanzo,8.75
Unhappy,10.0
Studio,4.354166666666666
Riefenstahl,9.0
Devrimden,2.0
Mandariinid,8.0
London,6.297903433673938
Stench,9.0
Violent,7.5
mourir,9.0
Schlussmacher,4.666666666666667
Brother,7.063732691658224
Promised,6.907216494845361
Almighty,6.532019704433497
Shift,7.4
Kyss,8.5
Campers,10.0
Promises,7.7924528301886795
Prozac,6.8
Dagger,5.0
lugar,8.0
Namaste,3.0
Balto,7.666666666666667
Osenniy,9.0
Tulpan,7.5
Carrington,6.0
Macht,8.5
uwantme2killhim?,7.0
lume,4.0
Flight,7.8399246704331444
luna,7.833333333333334
Risen,6.0
soleils,8.0
Chaar,8.0
Gi�,8.0
Laramie,7.333333333333333
violetas,8.0
Rises,8.801694915254235
Grizzly,9.282051282051283
Fatso,3.5
Conviction,5.674242424242424
Fuerza,7.0
Unlimited,10.0
Donkey-Boy,6.0
Met...,7.5
Parineeta,8.0
Kyun,4.0
Mentors,8.0
W.E.,6.2
Estate,6.084112149532712
Blackboard,8.0
Bra,7.0
Retrieval,8.0
Theroux,8.0
Kamel,7.0
Experiment,6.216588966588966
Yesterday,9.0
Marjah,8.0
Malice,7.0
fil,7.0
fin,7.636363636363637
Braindead,8.090909090909092
Insurrection,6.571428571428571
Pepper,8.0
Excellent,6.333333333333333
Malibu,9.0
Mills,7.0
Bob,6.8
Dodgeball,7.2608695652173925
jOBS,6.260663507109002
Bog,7.0
McCools,7.25
Bol,8.0
passion,7.625
Bom,8.222222222222221
Bon,10.0
Boo,3.0
Sanctum,6.666666666666667
Bot,7.0
Bou,5.0
Bow,9.0
Box,7.562271062271063
Boy,7.187364765657426
Inquilinos,10.0
Oklahoma,9.5
Kirot,6.0
Ra-di-o,7.0
Brasserie,6.0
demoiselle,8.0
Weddings,6.625
Undocumented,9.0
Cauldron,5.5
Thale,6.0
Leaf,8.0
Tarzan,6.851851851851852
Lead,6.5
Fast,7.294501786584749
priklyucheniya,7.5
video,7.0
Gossip,7.0
Toaster,7.0
blaue,8.0
Followed,1.0
Cyr,8.0
Vonnis,7.2727272727272725
Faro,5.5
Too-sa-boo-il-che,5.0
Lonely,7.254901960784314
Farm,7.5
A.E.,8.2
dozor,7.875
Uklad,7.666666666666667
Winn-Dixie,7.0
Sketches,9.0
Byzantium,6.519685039370079
Oorlogswinter,6.5
Conhece,10.0
Grandpa,6.764383561643834
valseuses,7.5
Wreckage,6.0
Wolkenkrabber,7.333333333333333
Kwik,6.0
vediamo,6.0
Barbary,10.0
Deranged,4.0
Cohen,7.5
Thank,7.272727272727273
Barbara,7.05
Darband,7.0
Hacivat,6.0
A.D.,6.188034188034187
Shinyaku,10.0
Maradona,8.0
Below,6.159380961687
testosteron,2.6
Medeas,9.0
Lulus,6.0
Shepherd,8.291666666666666
Bambi?,7.0
public,7.666666666666667
Sensin,7.75
Blithe,8.0
hong,8.6
folie,5.0
Cut,6.793333333333334
dormida,6.6
Destino,10.0
seung,9.0
Thir13en,5.444444444444445
Turtle,9.0
Emergency,5.8
infid�le,7.0
Destiny,8.55
Musafir,4.0
dilde,7.5
Wants,6.964285714285714
Lupaus,7.0
Echelon,7.25
Baghban,9.0
lyubvi,6.0
Abduction,6.416666666666666
Stickmen,9.0
Pushing,7.375
Disbelief,5.0
Lorenzos,8.333333333333334
sobachkoj,8.0
Citronen,7.75
dak,5.0
dai,7.14054054054054
Officer,6.066666666666666
code,8.0
dag,9.5
Visit,9.0
marchese,10.0
Charlottes,7.8
Warhammer,5.0
Baggage,6.12
Artifact,9.217391304347828
Stakes,7.0
Collar,5.5625
dao,8.0
dan,6.166666666666667
Sasaeng,5.0
Nicks,10.0
Cup,7.5
Gruwel,8.0
Nicky,6.714285714285714
Academy,5.221212121212121
Jaane,9.0
Each,4.0
bushiko,8.5
secreto,8.288461538461537
Robosapien,10.0
Kennedy,8.0
Captivity,5.4
Listen,8.666666666666666
Fraco,9.5
Glenda,5.0
Arcade,8.0
Seppuku,9.0
S�ndwich,6.5
Hawaii,8.208333333333334
Fata,7.0
Fate,4.416666666666667
de.,8.0
hora,8.0
Leap,7.0
Buzkashi,10.0
Lean,8.0
Reindeerspotting,6.0
Earp,6.285714285714286
SaroyanLand,6.0
Pinching,10.0
Riders,8.0
cul,7.0
Nicht,7.0
Ears,7.75
cafards,7.0
soffio,6.0
Poets,8.440677966101697
Moguls,7.0
Gottes,9.333333333333334
Selfish,7.868421052631579
Kriegerin,7.666666666666667
Alpinisti,10.0
Bullets,6.8
Plein,6.5
Stamped,7.666666666666667
Bullett,6.0
Mi-hwak-in-dong-yeong-sang,4.0
Tajemnica,6.0
Brahmachari,6.0
Shipping,6.0
Rovdyr,5.0
Thats,6.694444444444444
Kalifornia,6.666666666666667
Khurana,6.0
Butt-Head,7.75
Dj�pi?,6.857142857142857
Baked,7.0
Struggled,1.0
Friedmans,7.714285714285714
Shadowlands,9.0
Voor,6.0
Radioman,8.0
predkiv,8.5
Avan,3.0
Logans,7.285714285714286
Inspired,7.0
f�te,8.0
A.R.O.G,10.0
ins�litos,7.333333333333333
Baker,7.833333333333333
am�ricaine,7.6
Travel,6.636363636363637
Kwai,8.526315789473685
Trousers,9.5
quil,8.0
Der,7.349164670833576
Shower,2.0
Det,8.26984126984127
Des,7.222222222222221
dimanche,7.666666666666667
Deu,8.75
Den,7.182539682539682
Deo,8.0
pelle,7.0
Hired,8.5
Bamboo,7.0
Ded,2.0
Okno,8.0
Swallow,8.0
Presunto,8.5
Lenin,8.06060606060606
jueves,7.0
Blueburger,7.0
Buscando,7.0
Surrender,9.0
5ive,7.0
Quicksilver,8.0
bizi,10.0
F�,6.0
T�rkisch,6.0
cut,5.0
Motherhood,3.0
Wizard,8.472972972972972
Irresistible,6.0
Giallo,10.0
Winged,2.0
Actually,8.222222222222218
fronte,7.0
Lauberge,7.375
adversas,10.0
Maximus,3.0
Godspell,8.0
Maximum,5.333333333333333
Frank,6.750463821892394
Montpensier,6.333333333333333
Margot,7.5
Frans,7.0
smeshnogo,6.0
Stitch,8.285714285714286
Voss,8.0
Yaariyan,4.285714285714286
Waterloo,8.0
suudelma,7.0
Dam,8.5
Dan,7.238095238095238
Dar,8.0
Das,7.073744437380801
S�skind,7.0
Goldmine,5.6
Day,7.0894537979075904
gundur,8.0
Awake,6.392857142857142
Dad,5.538775510204082
Dag,6.5
Andersen,7.0
dozhd,8.0
m�chant,7.666666666666667
Dai,8.5
Nevada,9.5
Coraline,7.892857142857143
Dak,6.166666666666667
Senses,1.0
Beasts,7.577981651376147
Gothety,5.333333333333333
Sierra,8.0
ansatsusha,7.0
Furious,7.45536536178738
f�re,5.0
Irupatthi,4.0
Smarty,7.0
Bigger,8.392857142857144
Che,6.686507936507937
terrore,7.625
Lenny,8.0
Shanmugi,7.0
Jump,7.258241758241758
Rabe,8.0
Konjam,8.0
Chi,6.703703703703704
Skr�tek,8.0
Raaz,10.0
Yossi,7.0
Cid,9.0
Raat,5.0
Ichimei,8.090909090909092
Served,3.0
Sitting,10.0
Representation,8.0
sotilas,10.0
Propaganda,7.5
Cleopatra,5.666666666666667
Jung,7.0
karkaavat,7.5
Miri,7.08
June,7.333333333333333
Espacio,8.0
Race,6.069367042068191
Everyone,7.555555555555556
Juno,7.709090909090909
Junk,5.0
Trauma,6.0
Habana,8.0
dernier,7.0
Giorni,10.0
modelo,7.333333333333333
imposible,7.922437673130194
Xiang,8.5
ebian,5.0
Hisses,7.0
Emporium,5.5
Patas,10.0
Venkovsk?,7.0
demonio,7.166666666666666
Bilder,9.0
Bio-Dome,5.0
cons,8.363636363636363
Sartana...,6.0
como,6.5
quan,7.75
come,7.0
Khosousi-e,3.0
Scram,8.0
Nickleby,9.5
Manatsu,6.0
Jeune,7.145833333333333
Ghost,7.377595865783791
Valhalla,5.9523809523809526
Geschmacksache,7.0
quai,8.5
DNA,8.0
July,8.066666666666666
con,6.596153846153845
col,7.0
Mimi,8.5
Boyhood,7.0
Postcards,7.6
Limits,6.833333333333334
Mime,10.0
Restoration,8.0
Bakit,6.0
Mavericks,7.469135802469136
Molly,6.516666666666666
pr�nom,7.352941176470588
Biggie,6.0
Limite,9.0
vivere,6.0
Bakia,6.0
Cea,4.0
bodas,6.0
Mink,7.333333333333333
Klute,7.25
Musketeers,5.332386363636364
Faust,7.875
period,5.0
Mind,6.932056800743359
Vol.,8.380779848171152
Mine,6.759162186379928
Fischer,7.777777777777778
sehire,8.0
Cet,7.5
Awara,6.0
Sseo-ni,9.0
Anderson,4.0
Natale,7.5
Fam�lia,5.0
Dorkness,10.0
Jury,4.9
Segodnya,6.0
Void,8.035714285714285
Mike,6.553846153846154
Hysteria,7.076923076923077
Nonfilm,6.0
Shaitan,7.0
Margie,8.0
Floats,7.0
cosa,6.5
Ratcatcher,7.0
Margin,7.636363636363637
Milk,8.323529411764705
Milo,6.625
vierte,8.0
Liability,5.333333333333333
Mile,6.578664844817491
DIY,9.0
Miko,10.0
Cha,7.75
Prank,4.0
Piglets,9.0
Beduin,5.0
libres,6.75
Shuttle,8.0
Diego,7.0
ruota,7.0
Raja,6.75
S�lo,8.0
A.M.,4.25
Through,8.108531746031746
tatilde,8.0
Caddyshack,7.5
hours,8.0
Voice,6.742857142857143
Dragons,4.625
Mizu,7.0
Speelgoeddokter,1.0
Santoori,10.0
Karate,6.045625942684766
Lonedale,4.0
Maisie,8.628787878787879
Secretly,6.666666666666667
Sanam,6.166666666666667
Execution,3.7142857142857144
Aunt,9.0
Alzheimer,8.0
Vegucated,7.0
cents,7.909090909090909
Stalag,8.666666666666666
Freakonomics,6.0
plezant,7.5
Natural,6.824404761904762
Conqueror,6.5
cento,6.0
Hayride,2.3333333333333335
Trumped,6.0
Cry,7.031746031746032
Kirikou,9.0
Kaplani,5.0
Barfly,6.0
Smiling,8.5
Blitz,6.3023255813953485
Raho,6.625
Italianamerican,8.0
Just,6.9751887001887
Buddha,9.0
Raid,7.287878787878786
cinque,6.0
Interview,7.289743589743589
Graves,6.0
Godfrey,9.0
Judgment,8.915816326530614
Tupac,7.833333333333333
Sangam,2.0
Houseboat,8.5
Rain,7.781493506493507
Kissi,6.0
Laile,8.0
giorno,7.0
Culture,8.666666666666666
DOA,4.75
Cultura,9.0
Schindlers,9.191489361702128
Fixer,7.0
Nottie,8.5
cha,6.45
Kisna,7.0
Abbas,6.0
Bargain,7.0
Auto,5.333333333333333
Lindustriale,5.0
Voci,4.0
Gongdong,8.0
Parents,7.9523809523809526
Hogue,8.0
Inventing,7.0
$50K,5.666666666666667
Jaaye,5.0
Gippi,3.0
198Jjeuk,7.0
chu,6.5
Feast,6.5
Aguirre,9.333333333333334
Projectionist,6.0
Beautiful,8.409796516305777
Rage,7.666666666666667
Ex-Girlfriends,4.0
che,6.391666666666667
Ragi,8.0
Boogens,4.0
chi,5.333333333333333
insignificantes,10.0
Obitaemyy,4.0
Dizzle,7.0
Fears,6.5
k�ldum,8.0
L�t,7.875
gekiga,8.0
Daiamondo,10.0
Madame,9.166666666666666
Miss,7.375505866682338
Pasti,9.0
Sokaklar,3.0
Stronger,7.75
Inaka,10.0
InAPPropriate,4.25
Mist,6.675595238095238
Sunset,7.748851674641149
Vista,7.666666666666666
Mistress,4.333333333333334
Australia,6.95
cin,7.5
Chim�res,5.5
Wrongfully,8.666666666666666
avoir,8.5
Raed,8.0
Magdusa,8.0
Radon,6.0
Zapped,6.0
Larssons,8.0
Cop,6.22059607059607
adam,7.0
besar,6.0
Mitt,7.222222222222222
Con,7.481707317073171
Miesten,7.0
Cox,5.75
Invention,6.083333333333334
Rough,2.0
Obamas,4.5
Rouge,8.475641025641028
Doors,7.7
Olsson,7.0
dneska,7.5
Gaya,7.75
irani,8.0
Motivation,9.0
Gaye,4.5
tiene,7.0
sa-rang,9.0
Scents,3.0
orfanato,7.65
Raining,8.0
F?r,7.5
Stalin,5.0
Theres,7.641025641025641
Serve,7.0
Nuestro,6.0
D-Day,7.0
Halls,5.75
Keoma,7.0
Herself,7.0
Salem,5.446153846153846
Witches,7.085714285714285
nuda,4.0
Re-Generator,1.0
Hyalagaad,4.0
Poseidon,4.4541666666666675
Joans,9.0
Liebelei,10.0
McLintock,8.5
Whiteboyz,2.0
7eventy,7.0
Ankhon,8.0
Vnus,8.416666666666666
Pudor,6.0
Amadeus,8.680851063829786
Kahuna,7.0
krui,3.0
kosmos,4.5
Saskin,7.0
Butler,7.5
Yella,7.0
ieotdeon,7.0
adim,9.0
Azkaban,8.557692307692305
Autumn,7.4
Pandaemonium,7.0
Bulshinjiok,5.0
pyoryugi,8.555555555555555
Henjel,7.0
dej�rmelas,7.909090909090909
Dzi,8.0
Whipcord,6.0
Foolish,2.0
gyakush�,6.5
Baixa,6.0
een,6.5
Camelot,3.0
jours,7.059451219512195
Distante,7.0
12/12/12,1.3333333333333333
Pinprick,4.0
Shawshank,9.477690288713902
yeung,8.619047619047619
Paris,7.37225774717167
Another,6.744705621572653
ardilla,8.0
M�bius,7.590909090909091
Drowning,8.0
Kickboxer,7.590909090909091
Serra,5.0
histoire,6.0
Salak,8.0
Keulraesik,7.666666666666667
taime,8.133333333333333
Martyrs,7.5
Afterschool,4.5
Amigos,7.777777777777778
Riddle,3.5
Radio,7.75909090909091
Removed,7.0
Expiration,5.0
There?,8.5
Matilda,8.272727272727273
Captain,7.1175740056620675
Kapal,10.0
Citadel,5.6
Maniac,6.015415140415141
incierto,7.0
Octopussy,6.666666666666667
Anfnger,6.0
Condor,8.6
There.,8.7
vache,8.0
costretto,10.0
geu-dae-man,8.0
Naruto,7.5
Garo,9.0
Garp,8.333333333333334
Moszkva,6.0
Potyomkin,7.545454545454546
Hitchcock,7.1959183673469385
Garv,7.0
Sangre,3.0
T�l�,8.0
sshingeki,7.0
soliti,8.0
Center,6.723232323232324
Condorman,7.0
Ego,8.0
czyli,5.0
toits,7.0
Leve,5.0
Painting,8.0
Kanalkungens,6.0
Pictures,8.833333333333334
Bookies,6.0
Pyar,5.0
Away,6.6487311401833455
Neighbours,7.166666666666666
Testament,7.7
Kites,9.0
kynigi,7.0
Secretary,8.1875
rouille,7.666666666666667
Visiting,6.333333333333334
Choice,7.5
Erkek,2.6
Irene,7.0
dijiste,4.25
Gate,7.317460317460317
kiinni,8.0
dollaro,8.56
Winnebago,5.0
graine,9.0
ttal-do,8.0
Deaky,5.8
Omohide,8.0
Cedars,5.0
Gary,4.5
Georgia,7.5285714285714285
Sangue,6.0
dollari,8.11111111111111
Edi,2.0
Thoughtcrimes,7.0
degli,6.666666666666667
beaucoup,9.0
ganger,6.5
Stagecoach,8.142857142857142
Gang,7.987179487179487
Taxi,7.098782670963123
Secuestrados,4.0
Professor,6.0
Ragnarok,9.0
Sarkar,7.25
femmina,7.0
Gattaca,7.804347826086956
Georges,5.545454545454546
Vozvrashchenie,7.166666666666667
femmine,6.0
Shogun,10.0
pi�,6.765000000000001
Loser,6.4
Game,6.958839496595669
Costello,6.075
FDR,4.5
Travelers,7.5
Reservation,6.333333333333333
putera,6.0
Cruelty,7.636363636363637
efecto,5.0
Prayer,8.5
Prada,7.0058139534883725
Explicit,6.0
Eat,7.742857142857143
Millions,7.142857142857142
Babysitters,7.2
Delicious,7.0
Diente,8.0
Dolores,8.333333333333334
Twenty8k,4.333333333333333
Salim,5.5
Roubados,6.0
Fecha,9.333333333333334
densetsu,6.5
r�gate,10.0
Orchid,3.5
Unplugged,10.0
Umut,9.333333333333334
Reason,8.4
Without,6.675
nuit,7.275
O.K.,7.666666666666667
rechnet,8.5
daifunsen,6.0
BearCity,6.0
Suchwiin,7.5
Round,6.0
Olympus,5.54637436762226
Getaway,6.261483354403708
Tiere,7.5
dor,7.5
nerede,7.0
doo,9.0
Kaksparsh,8.0
doy,6.0
Blondie,8.0
Bhoothnath,6.5
F/X,6.333333333333333
Leni,9.0
dou,7.075
dos,6.902777777777778
bian,8.0
caballero,8.0
magasin,6.2
Snowballs,5.0
Hooligan,5.041666666666667
saqueo,10.0
Lemon,4.866666666666667
Rental,6.0
Commandments,8.666666666666666
Panama,6.0
Leon,7.0
Hublot,6.0
Americas,7.944444444444444
Biyeolhan,7.0
Tokyo,6.728888888888889
American,7.23471078588864
Critical,6.375
bicyclette,7.75
Favor,9.0
Justice,8.027777777777779
laisser,8.0
Omit,8.333333333333334
Task,3.75
Goose,7.0
Hallowed,8.0
Connected,7.0
Death,6.517127533614917
Due�os,2.0
Tiefe,6.0
Lemma,10.0
Faan,7.0
Ajeossi,8.105263157894736
GasLand,6.75
Lemmy,7.716666666666667
Seres,5.0
Duffer,6.0
Hulk,6.57252358490566
Epitaph,10.0
liefde,7.0
Zweiohrk�ken,8.5
Salvi,5.0
Afrikareise,5.0
Reich,4.0
Blechtrommel,8.666666666666666
Face,7.5
Savana,6.0
Salvo,7.0
Pitk�,7.0
Mauvais,6.5
Bloodthirst,4.0
mubi,8.0
Fack,8.0
mosquitera,8.0
Jam�n,7.0
Centurion,7.0
Dia,4.0
Momma,7.25
urodov,7.0
Memory,7.666666666666667
Did,6.481932997557998
Tank,8.052777777777777
Fade,6.166666666666667
Leathernecks,8.0
Disorder,6.0
Lavventura,8.4
Belles,7.5
Route,7.620689655172414
Tang,6.479166666666666
Hung,7.0
Dit,7.0
Abbott,6.075
Dip,10.0
Cadeira,6.333333333333333
otra,8.0
Distance,7.711538461538462
Dil,8.166666666666668
Dik,6.0
Less,6.533730158730158
Abandon,5.0
Dig,10.0
shitsuren,10.0
Die,7.336275035655567
Scenic,7.241379310344827
dun,7.5
Omen,7.009287925696594
Potatoe,10.0
Runnings,7.357142857142857
duo,8.0
Hunt,5.928125
dui,4.0
duk,8.666666666666666
due,3.0
nettaigyo,7.714285714285714
Punisher,8.1005291005291
mollets,8.0
Pizza,7.0
Ivan,7.333333333333333
Mousehunt,7.5
Wanderers,7.6
niente,2.5
Hugged,8.0
Gong-mo-ja-deul,7.0
M�tter,4.0
Scenes,8.0
Libertarias,10.0
Taps,7.5
Lets,6.875
d�clar�e,8.0
Screaming,6.5
Tideland,5.0
Tape,7.5
Tara,10.0
Mommo,7.8
anego,8.0
uyaniyor,8.0
Vidhaata,5.0
Brine,8.0
m�,8.75
Bring,8.083333333333332
Rishtey,6.0
Steppe,4.0
Gwanghae,8.5
Reign,7.434210526315789
Alligator,4.5
Brink,7.0
Demolition,7.3125
Scanners,6.8
Until,7.0
Mommy,2.0
Definitely,7.785714285714286
Dinotasia,5.5
Due,5.556197478991597
Huan,10.0
Sigappu,6.0
Duo,7.5
Klassefesten,8.5
Lees,5.0
Keeping,7.0
danza,6.5
Indahouse,7.777777777777778
McHales,10.0
P�jaros,4.0
Parts,6.291666666666667
Angels,7.376900584795322
oskyldigt,4.0
Omar,7.357142857142857
Take,7.163936478537497
Party,6.4870370370370365
DuckTales,6.5
Virus,7.083333333333334
Left,7.529471982758621
Angela,10.0
Jester,8.0
Huay,8.0
Dva,8.5
moustache,7.0
F�nix,8.0
Tale,6.956217824967825
der,8.097060875632305
des,7.000994865211811
Alpha,7.204656862745098
det,6.05
Kitty,3.0
dev,7.0
Kanzen,5.0
Centro,6.5
Talk,6.200378787878788
Legs,5.333333333333333
Django,6.885933806146569
Advent,7.25
Tall,7.06938775510204
joy�,8.0
Lego,7.116666666666666
Savage,6.75
Fair,7.567647058823529
Yemen,7.086206896551724
deg,6.0
Hist�rico,6.5
dei,6.3
Dry,10.0
Ox-Bow,9.0
del,6.7826203208556155
den,7.659226190476191
Gollum,7.0
Colombiana,6.913043478260869
Conversation,7.499999999999998
Woolf?,7.384615384615385
Fake,6.0
Encino,7.714285714285714
Phenomenon,7.571428571428571
Ataque,9.0
Jefferies,9.0
Gross,7.0
Gangsters,4.75
Outing,4.0
biciclette,8.655172413793107
Slacker,3.625
Oscars,9.090909090909092
Mothman,7.714285714285714
Lorna,7.0
Cotton,5.666666666666667
Nhan,3.0
Fall,7.118767806267807
Falk,8.0
Serge,6.0
Linsanity,8.0
bien,7.7
Aruitemo,8.5
Chameleon,3.5
Smoking,8.266262626262625
Flashbacks,7.0
Dooni,8.0
Safari,5.333333333333333
Bella,6.0
ciegos,7.0
Varrick,8.0
Ausente,8.0
Dr.,7.10434601684477
Memoir,7.333333333333333
Tage,6.710317460317461
Belle,6.550340136054422
Webster,6.0
Voyage,6.300328827183047
Stepmother,5.5
Fame,5.666666666666667
Bride,6.604238347911398
Rainforest,2.5
McKay,5.0
Bells,8.0
sanai,7.0
Refugee,6.0
Belly,7.75
Brick,6.516666666666667
Doe,7.0
Doc,9.0
Darkening,2.5
pabucu,7.0
Hugo,7.7129629629629655
Dog,7.356490842490843
Grown,6.357766956761983
Fratello,9.0
Moondram,8.0
Brief,7.785714285714286
Fang,10.0
din,4.5
dio,4.0
dip,10.0
Norge,7.0
nikki,6.0
dis,7.578947368421052
dit,8.0
Explorers,6.166666666666667
die,7.588383838383837
dig,9.0
Hugh,6.0
Desired,6.5
Larson,2.6666666666666665
Kvarteret,6.0
V/H/S,5.392405063291139
Conflict,7.5
Bewitched,4.8
Dot,9.0
Edipo,7.0
Dos,7.25
Dou,7.0
Dok,1.0
Don,7.031323877068559
Fans,6.333333333333333
Dom,8.183333333333334
Beloe,8.333333333333334
Tail,7.0
Dor,7.5
Cookout,3.0
pyatdesyat,9.0
Youve,6.673913043478261
Newlyweeds,6.0
Margaret,6.166666666666667
Ned,7.833333333333334
Snowpiercer,7.099099099099099
corpi,8.0
Treto,7.75
Marketing,8.0
Neu,1.0
B-Day,7.0
Net,6.285714285714286
sutr�,8.333333333333334
dadizhen,6.6
5tory,8.5
Francis,4.0
l�to,7.0
quattro,6.75
Daze,5.4
Glimmer,6.333333333333333
Bountiful,10.0
pandesal,7.0
Dickie,7.0
Complete,10.0
Komodo,4.0
Postman,8.208333333333332
rey,3.0
Defying,5.0
Grad,7.333333333333333
Adolescente,8.0
sospeso,7.5
Developer,5.0
Wonderland,7.924442190669371
Syndrome,8.166666666666668
Haitian,6.0
Manero,6.0
Chamber,6.470833333333333
Gran,6.153061224489796
mangerais,5.0
Gras,5.25
Youth,6.37037037037037
Uprising,3.75
piume,6.666666666666667
Gadget,5.5
Balkon,7.0
Mogambo,7.5
migrateur,8.0
Yeelen,10.0
Yours,9.32258064516129
Stakeout,7.0
Shouldnt,8.25
ren,8.0
G.O.R.A.,8.0
Whirlwind,5.5
Roars,6.0
Klopka,8.0
Streak,5.571428571428571
John,7.59561272225892
Assurance,8.0
Youre,6.29359652750365
Scientists,7.346153846153846
Metalbeast,2.0
Killer,6.314836596637362
Voltage,7.2
Nim,7.846153846153846
Zhapatlela,6.0
Nil,7.0
Dawn,6.100184013013237
Killed,6.166666666666667
Boyfriend,7.0
Ditch,10.0
Poultrygeist,8.0
Head,7.393560606060605
Fools,7.594505494505494
Dave,6.666666666666666
Intimnye,6.0
Lassassino,10.0
Bonneville,5.0
Agent,5.875
A-Haunting,4.0
Hear,7.029761904761905
Wonder,6.590941011235955
Gray,7.384615384615385
Munnabhai,8.666666666666666
Lokhandwala,6.333333333333333
Revisionaries,8.0
Gekij-ban,8.4
Torino,8.459183673469386
Heat,7.763250245176686
Battery,7.227272727272727
Shadows,6.140096901115339
Galore,6.75
Salvar,5.0
comprati,6.0
Donga,10.0
Yard,6.172222222222222
Acres,7.333333333333333
Roxanne,6.5
Drillbit,6.166666666666667
Undertow,8.5
joli,5.0
Diamonds,4.25
m�todo,5.0
Super,6.3002442002442
Rabia,8.0
Grey,7.001190476190477
guang,7.0
Grew,8.0
Days,6.9848897339256055
Stomper,8.666666666666666
Samoubiytsy,7.0
Joke,5.0
Friday,6.712882974981314
Reinas,8.0
Mommas,7.325396825396826
Elmer,9.0
pomine,5.0
Toute,10.0
Millionaire,7.678030303030301
l�ve,8.0
New,6.6350141423030236
kenka-daiko,6.0
Lyonnais,7.0
Grinch,6.461538461538462
Day?,8.0
ding,6.875
Coach,6.654761904761905
obiecana,8.0
rak,9.333333333333334
rae,10.0
Switch,7.0
Springs,5.6899999999999995
R�zyczka,3.0
Paranormal,4.729375662939255
Jodi,5.5
Issue,9.0
Roadside,5.5
Mommie,5.75
2150,6.333333333333333
helw,9.0
Thieves,7.540966386554622
Doppelgnger,6.333333333333333
element,8.0
Manifesto,7.0
ron,5.0
heng,6.0
rop,8.6
Cherrybomb,5.333333333333333
Clause,5.446969696969696
puerto,1.0
hamenou,7.0
extraordinaire,7.0
l�le,5.0
Sweetest,5.0
Condemned,7.6923076923076925
tango,7.555555555555555
roi,8.833333333333334
Durak,6.5
Amado,6.6
Madagascar,6.831944444444445
Seaviper,2.0
Lyubov,7.0
Grit,7.912280701754386
Freeway,8.0
Myn,4.0
Skeletons,6.666666666666667
Alienator,3.0
hele,7.25
Swimming,7.7749999999999995
Yang,6.166666666666667
Horseman,8.0
compadre,10.0
Punishment,8.5
Supermenedzher,9.0
Burial,10.0
Labor,7.45
Joes,7.0
Europes,7.111111111111111
comandante,7.0
Warrant,7.0
Deadfall,6.285714285714285
sir�ne,6.0
fiesta,6.0
testa,8.0
Helium,8.166666666666666
Dirija,1.0
Brotherhood,7.666666666666667
Domabaem,8.0
p�riph,5.571428571428571
Nar,7.333333333333333
Ground,6.735392720306514
Nag,3.0
moryachka,7.0
Automobiles,7.962962962962962
Nae,7.75
Calvet,5.0
Store?,6.0
Naa,8.166666666666668
Utopia,7.875
Arwad,7.0
Creepers,6.910714285714286
.com,1.0
Elephants,7.125
Missed,3.2
Karumen,8.0
Bafana,6.2
Factor,7.5
kargadan,7.444444444444445
Season,5.728169997850849
S�raphine,6.0
Teahouse,7.5
inglish,6.0
Darildin,7.0
patria,5.5
Flux,5.947368421052632
Animus,3.0
Jobs,8.0
Sexual,7.142857142857142
Margarida,5.0
Cried,5.0
Soshite,7.878787878787877
Beguiled,8.0
Sat�nico,7.0
Resurrected,4.0
Urban,5.4
super,6.0
Help,7.018779342723005
Nenokkadine,8.666666666666666
ditt,9.0
Lightness,7.833333333333333
Iztochni,8.0
divo,8.333333333333334
Legionnaire,6.0
rit,8.0
Tintin,7.810344827586207
Held,6.0
Superbad,7.999999999999998
Joan,7.291666666666666
Heli,6.551724137931035
Helm,7.5
Horsemen,7.583333333333334
Hell,6.663781853067567
Liberal,7.666666666666667
Thirteenth,7.142857142857143
l�ng,7.882352941176471
mujeres,2.0
Carlo,8.035714285714285
Passions,4.0
Trees,7.0
Unknown,8.47723063973064
Pork,8.0
Porn,7.944444444444445
Shrooms,5.0
Idolmaker,7.0
Nuke,7.333333333333333
Carla,10.0
piel,7.7272727272727275
chme,8.0
Nui,9.0
