Word, wordscore, occurrence
Morirse,7.0, 1.0
Barcelona,7.116279069767441, 3.0
Saadham,6.0, 1.0
Esposados,6.0, 1.0
Rundown,6.833333333333333, 1.0
Jamesy,7.142857142857143, 1.0
Babamin,7.0, 1.0
Mies,7.666666666666667, 1.0
banat,7.428571428571429, 1.0
Hrs.,7.3125, 2.0
Venice,5.5625, 2.0
Kholodnoe,9.0, 1.0
Hanks,8.0, 1.0
Feely,4.714285714285714, 1.0
Palais,6.7272727272727275, 1.0
Go-ji-jeon,7.5, 1.0
Feels,5.0, 1.0
Cirque,7.1911764705882355, 3.0
Chaos,6.369047619047619, 2.0
Collins,7.5, 1.0
Saawariya,5.0, 1.0
gonjeshk-ha,8.333333333333334, 1.0
lukket,8.333333333333334, 1.0
Boyfriends,7.0, 1.0
dure,6.333333333333333, 1.0
seras,6.666666666666667, 1.0
Shoot-Out,9.0, 1.0
Mission,7.021987748975287, 12.0
chueok,8.256410256410257, 1.0
Kamui,9.0, 1.0
Honogurai,8.0, 1.0
Kinsey,7.5, 1.0
ayume,8.0, 1.0
duri,6.0, 1.0
gwong,6.8, 1.0
Suave,4.0, 1.0
Intersection,6.5, 1.0
plintusom,4.0, 1.0
Venezia,7.25, 1.0
Vampire,6.618031707875458, 16.0
Bloodsport,7.272727272727273, 2.0
Hayuta,8.0, 1.0
bana?,7.0, 1.0
Klansman,4.0, 1.0
Ticks,7.0, 1.0
Zizek,7.0, 1.0
Listen...,8.0, 1.0
Missing,7.293333333333334, 10.0
Horrid,10.0, 1.0
roseaux,6.0, 1.0
sjunde,7.809523809523809, 1.0
Extinction,4.84, 2.0
novia,8.0, 1.0
Visokosnyy,9.0, 1.0
Handmaids,9.0, 1.0
Ghaziabad,3.6666666666666665, 1.0
novio,7.0, 1.0
Girlfriends,6.9523809523809526, 3.0
Poppers,5.76, 1.0
Vikingdom,3.8, 1.0
Succe$s,6.75, 1.0
Gabrielle,7.666666666666667, 1.0
MacGruber,6.0, 1.0
Papam,6.6923076923076925, 1.0
Palace,7.75, 4.0
Salems,1.0, 1.0
Cab,6.0, 1.0
Shinj�,9.0, 1.0
Malenkaya,9.0, 1.0
primi,7.5, 2.0
Sophie,7.714285714285714, 1.0
primo,5.75, 2.0
Ekusu,7.0, 1.0
Cal,7.0, 1.0
Coventry,7.0, 1.0
Dynamite,7.769230769230769, 2.0
Car,7.175, 4.0
Chase,7.958333333333333, 2.0
Cat,6.728752515090543, 10.0
Can,7.728932005494505, 13.0
Babysitter,6.071428571428571, 2.0
ungdommen,9.0, 1.0
Tournament,6.0, 1.0
Hangs,7.5, 1.0
Manqana,8.0, 1.0
Donggabnaegi,8.0, 1.0
Bloodlust,6.0, 1.0
Annabelle,7.0, 1.0
equilibristi,4.666666666666667, 1.0
Longest,7.633333333333334, 2.0
Judy,6.5, 2.0
posesi�n,4.0, 1.0
Serpico,7.555555555555555, 1.0
Cidade,7.5588235294117645, 4.0
Choking,7.0, 1.0
Vidocq,6.0, 1.0
bonheur,7.375, 2.0
ghata,7.5, 1.0
Decoy,5.25, 1.0
fian�ailles,7.666666666666667, 1.0
Complicated,7.857142857142857, 1.0
Donnie,8.1606960950764, 2.0
Hands,6.15, 5.0
C�lestine,7.833333333333333, 1.0
Violets,9.0, 1.0
East,8.12797619047619, 6.0
Lifeboat,7.7272727272727275, 1.0
Holidays,6.333333333333333, 1.0
stella,6.0, 1.0
Entertainer,8.0, 1.0
Playboy,6.0, 1.0
Overdrive,7.0, 1.0
Expecting,7.888888888888889, 2.0
megane,3.0, 1.0
Hiding,7.0, 1.0
Violeta,6.0, 1.0
Outcast,5.0, 1.0
geqult,7.0, 1.0
Grassroots,6.0, 1.0
Hofmanns,7.0, 1.0
Loving,6.7333333333333325, 5.0
Bey,9.0, 1.0
Eighty-Four,7.75, 1.0
Premium,6.556962025316456, 1.0
Bes,8.0, 1.0
rosas,6.0, 1.0
moksori,8.0, 1.0
Ben,6.5, 2.0
Bel,5.0, 1.0
Bei,5.5, 1.0
Easy,6.942216117216117, 14.0
oglum,9.2, 1.0
Bee,6.4, 4.0
Bed,5.5, 3.0
Gemide,7.0, 1.0
Fourth,7.144444444444445, 3.0
Risky,7.416666666666667, 1.0
lempereur,7.5, 1.0
Poison,6.0, 2.0
Herlinda,8.0, 1.0
Sister,7.6, 5.0
Miners,8.25, 1.0
Komplex,7.529411764705882, 1.0
Querida,8.0, 1.0
Hopkins,4.0, 1.0
Shine,7.833333333333334, 4.0
Killathe,6.0, 1.0
breve,7.4, 1.0
Donner,7.5, 2.0
Bejbi,4.0, 1.0
stelle,6.75, 2.0
lune,6.5, 2.0
lung,5.0, 1.0
luni,8.266666666666666, 1.0
Yahsi,10.0, 1.0
Balls,5.722222222222222, 3.0
sapos,4.0, 1.0
Omert�,6.0, 1.0
Satyagraha,7.466666666666667, 1.0
ni�o,6.5, 2.0
Para�sos,8.5, 1.0
Murderball,7.0, 1.0
Abroad,10.0, 1.0
m�pris,7.75, 1.0
Straight,6.318376068376068, 6.0
Sarafina,7.0, 1.0
Heaven,7.672750490570559, 17.0
Miley,10.0, 1.0
taket,7.0, 1.0
Citizen,7.936730769230769, 4.0
Aberglaube,6.0, 1.0
ghand,9.0, 1.0
Bhi,9.0, 1.0
Inugami,7.0, 1.0
Bashir,8.333333333333334, 1.0
fue,6.0, 1.0
Joulumaasta,6.0, 1.0
Nazdik,9.6, 1.0
Miles,7.625, 4.0
fun,7.0, 1.0
Havana,6.583333333333333, 4.0
Dogtown,7.5, 2.0
Notes,8.40909090909091, 2.0
Bin,6.333333333333333, 3.0
Sakebi,5.0, 1.0
Tomorrow...,6.0, 1.0
Big,6.981394186823864, 63.0
Shiqi,8.0, 1.0
anges,6.5, 2.0
Bit,6.102272727272727, 2.0
Bir,7.1875, 2.0
Inferno,6.333333333333333, 3.0
pasado,6.5, 1.0
Selena,9.333333333333334, 1.0
Robert,7.885714285714286, 2.0
fra,6.25, 2.0
Anatomie,5.5, 2.0
Predators,6.4375, 1.0
Greedy,7.0, 1.0
faci?,6.0, 1.0
Watermen,2.0, 1.0
lItalia,5.5, 1.0
Kampf,4.0, 1.0
Public,5.821917808219178, 4.0
clip,8.0, 1.0
Learning,9.333333333333334, 1.0
Bha,5.0, 1.0
Masked,9.0, 1.0
Deportado,7.0, 1.0
kommer,6.0, 1.0
Threesome,6.0, 1.0
S�,8.333333333333334, 1.0
Fanboys,6.777777777777778, 1.0
Commitments,9.5, 1.0
fou,6.4, 1.0
Blanco,9.0, 1.0
for,6.756072055874657, 103.0
Tootin,7.0, 1.0
fon,6.0, 1.0
Pacifique,7.0, 1.0
laupitaji,5.0, 1.0
Bellflower,6.0, 1.0
Neighbor,8.0, 2.0
Kotoko,7.5, 1.0
Takedown,8.0, 1.0
Dictator,7.42911877394636, 2.0
hombre,8.0, 1.0
Aitraaz,9.0, 1.0
Guillotines,1.0, 1.0
Baghead,6.0, 1.0
Ishaqzaade,8.0, 1.0
Deddo,6.0, 1.0
Romanzo,8.75, 2.0
Unhappy,10.0, 1.0
Studio,4.354166666666666, 2.0
Riefenstahl,9.0, 1.0
Devrimden,2.0, 1.0
Mandariinid,8.0, 1.0
London,6.297903433673938, 12.0
Stench,9.0, 1.0
Violent,7.5, 2.0
mourir,9.0, 1.0
Schlussmacher,4.666666666666667, 1.0
Brother,7.063732691658224, 8.0
Promised,6.907216494845361, 1.0
Almighty,6.532019704433497, 2.0
Shift,7.4, 2.0
Kyss,8.5, 1.0
Campers,10.0, 1.0
Promises,7.7924528301886795, 1.0
Prozac,6.8, 1.0
Dagger,5.0, 1.0
lugar,8.0, 1.0
Namaste,3.0, 1.0
Balto,7.666666666666667, 1.0
Osenniy,9.0, 1.0
Tulpan,7.5, 1.0
Carrington,6.0, 1.0
Macht,8.5, 2.0
uwantme2killhim?,7.0, 1.0
lume,4.0, 1.0
Flight,7.8399246704331444, 12.0
luna,7.833333333333334, 2.0
Risen,6.0, 1.0
soleils,8.0, 1.0
Chaar,8.0, 1.0
Gi�,8.0, 1.0
Laramie,7.333333333333333, 1.0
violetas,8.0, 1.0
Rises,8.801694915254235, 2.0
Grizzly,9.282051282051283, 3.0
Fatso,3.5, 1.0
Conviction,5.674242424242424, 2.0
Fuerza,7.0, 1.0
Unlimited,10.0, 1.0
Donkey-Boy,6.0, 1.0
Met...,7.5, 2.0
Parineeta,8.0, 1.0
Kyun,4.0, 1.0
Mentors,8.0, 1.0
W.E.,6.2, 1.0
Estate,6.084112149532712, 1.0
Blackboard,8.0, 1.0
Bra,7.0, 1.0
Retrieval,8.0, 1.0
Theroux,8.0, 1.0
Kamel,7.0, 1.0
Experiment,6.216588966588966, 6.0
Yesterday,9.0, 2.0
Marjah,8.0, 1.0
Malice,7.0, 2.0
fil,7.0, 1.0
fin,7.636363636363637, 2.0
Braindead,8.090909090909092, 1.0
Insurrection,6.571428571428571, 1.0
Pepper,8.0, 2.0
Excellent,6.333333333333333, 1.0
Malibu,9.0, 2.0
Mills,7.0, 1.0
Bob,6.8, 7.0
Dodgeball,7.2608695652173925, 1.0
jOBS,6.260663507109002, 1.0
Bog,7.0, 1.0
McCools,7.25, 1.0
Bol,8.0, 2.0
passion,7.625, 2.0
Bom,8.222222222222221, 1.0
Bon,10.0, 1.0
Boo,3.0, 1.0
Sanctum,6.666666666666667, 1.0
Bot,7.0, 1.0
Bou,5.0, 1.0
Bow,9.0, 1.0
Box,7.562271062271063, 7.0
Boy,7.187364765657426, 44.0
Inquilinos,10.0, 1.0
Oklahoma,9.5, 1.0
Kirot,6.0, 1.0
Ra-di-o,7.0, 1.0
Brasserie,6.0, 1.0
demoiselle,8.0, 1.0
Weddings,6.625, 1.0
Undocumented,9.0, 1.0
Cauldron,5.5, 1.0
Thale,6.0, 1.0
Leaf,8.0, 1.0
Tarzan,6.851851851851852, 3.0
Lead,6.5, 2.0
Fast,7.294501786584749, 12.0
priklyucheniya,7.5, 2.0
video,7.0, 1.0
Gossip,7.0, 1.0
Toaster,7.0, 1.0
blaue,8.0, 1.0
Followed,1.0, 1.0
Cyr,8.0, 1.0
Vonnis,7.2727272727272725, 1.0
Faro,5.5, 2.0
Too-sa-boo-il-che,5.0, 1.0
Lonely,7.254901960784314, 6.0
Farm,7.5, 3.0
A.E.,8.2, 1.0
dozor,7.875, 2.0
Uklad,7.666666666666667, 1.0
Winn-Dixie,7.0, 1.0
Sketches,9.0, 1.0
Byzantium,6.519685039370079, 1.0
Oorlogswinter,6.5, 1.0
Conhece,10.0, 1.0
Grandpa,6.764383561643834, 1.0
valseuses,7.5, 1.0
Wreckage,6.0, 1.0
Wolkenkrabber,7.333333333333333, 1.0
Kwik,6.0, 1.0
vediamo,6.0, 1.0
Barbary,10.0, 1.0
Deranged,4.0, 1.0
Cohen,7.5, 2.0
Thank,7.272727272727273, 2.0
Barbara,7.05, 1.0
Darband,7.0, 1.0
Hacivat,6.0, 1.0
A.D.,6.188034188034187, 3.0
Shinyaku,10.0, 1.0
Maradona,8.0, 1.0
Below,6.159380961687, 7.0
testosteron,2.6, 1.0
Medeas,9.0, 1.0
Lulus,6.0, 1.0
Shepherd,8.291666666666666, 2.0
Bambi?,7.0, 1.0
public,7.666666666666667, 1.0
Sensin,7.75, 1.0
Blithe,8.0, 1.0
hong,8.6, 1.0
folie,5.0, 1.0
Cut,6.793333333333334, 5.0
dormida,6.6, 1.0
Destino,10.0, 1.0
seung,9.0, 2.0
Thir13en,5.444444444444445, 1.0
Turtle,9.0, 1.0
Emergency,5.8, 1.0
infid�le,7.0, 1.0
Destiny,8.55, 4.0
Musafir,4.0, 1.0
dilde,7.5, 1.0
Wants,6.964285714285714, 4.0
Lupaus,7.0, 1.0
Echelon,7.25, 1.0
Baghban,9.0, 1.0
lyubvi,6.0, 1.0
Abduction,6.416666666666666, 2.0
Stickmen,9.0, 1.0
Pushing,7.375, 2.0
Disbelief,5.0, 1.0
Lorenzos,8.333333333333334, 1.0
sobachkoj,8.0, 1.0
Citronen,7.75, 1.0
dak,5.0, 1.0
dai,7.14054054054054, 2.0
Officer,6.066666666666666, 3.0
code,8.0, 2.0
dag,9.5, 1.0
Visit,9.0, 1.0
marchese,10.0, 1.0
Charlottes,7.8, 1.0
Warhammer,5.0, 1.0
Baggage,6.12, 1.0
Artifact,9.217391304347828, 1.0
Stakes,7.0, 1.0
Collar,5.5625, 2.0
dao,8.0, 1.0
dan,6.166666666666667, 3.0
Sasaeng,5.0, 1.0
Nicks,10.0, 1.0
Cup,7.5, 2.0
Gruwel,8.0, 1.0
Nicky,6.714285714285714, 1.0
Academy,5.221212121212121, 8.0
Jaane,9.0, 1.0
Each,4.0, 1.0
bushiko,8.5, 1.0
secreto,8.288461538461537, 2.0
Robosapien,10.0, 1.0
Kennedy,8.0, 1.0
Captivity,5.4, 1.0
Listen,8.666666666666666, 2.0
Fraco,9.5, 1.0
Glenda,5.0, 1.0
Arcade,8.0, 1.0
Seppuku,9.0, 1.0
S�ndwich,6.5, 1.0
Hawaii,8.208333333333334, 4.0
Fata,7.0, 1.0
Fate,4.416666666666667, 3.0
de.,8.0, 1.0
hora,8.0, 1.0
Leap,7.0, 2.0
Buzkashi,10.0, 1.0
Lean,8.0, 1.0
Reindeerspotting,6.0, 1.0
Earp,6.285714285714286, 1.0
SaroyanLand,6.0, 1.0
Pinching,10.0, 1.0
Riders,8.0, 1.0
cul,7.0, 1.0
Nicht,7.0, 1.0
Ears,7.75, 1.0
cafards,7.0, 1.0
soffio,6.0, 1.0
Poets,8.440677966101697, 1.0
Moguls,7.0, 1.0
Gottes,9.333333333333334, 1.0
Selfish,7.868421052631579, 1.0
Kriegerin,7.666666666666667, 1.0
Alpinisti,10.0, 1.0
Bullets,6.8, 2.0
Plein,6.5, 1.0
Stamped,7.666666666666667, 1.0
Bullett,6.0, 1.0
Mi-hwak-in-dong-yeong-sang,4.0, 1.0
Tajemnica,6.0, 1.0
Brahmachari,6.0, 1.0
Shipping,6.0, 1.0
Rovdyr,5.0, 1.0
Thats,6.694444444444444, 6.0
Kalifornia,6.666666666666667, 1.0
Khurana,6.0, 1.0
Butt-Head,7.75, 1.0
Dj�pi?,6.857142857142857, 1.0
Baked,7.0, 2.0
Struggled,1.0, 1.0
Friedmans,7.714285714285714, 1.0
Shadowlands,9.0, 1.0
Voor,6.0, 1.0
Radioman,8.0, 1.0
predkiv,8.5, 1.0
Avan,3.0, 1.0
Logans,7.285714285714286, 1.0
Inspired,7.0, 1.0
f�te,8.0, 1.0
A.R.O.G,10.0, 1.0
ins�litos,7.333333333333333, 1.0
Baker,7.833333333333333, 3.0
am�ricaine,7.6, 1.0
Travel,6.636363636363637, 3.0
Kwai,8.526315789473685, 1.0
Trousers,9.5, 1.0
quil,8.0, 1.0
Der,7.349164670833576, 19.0
Shower,2.0, 1.0
Det,8.26984126984127, 3.0
Des,7.222222222222221, 3.0
dimanche,7.666666666666667, 1.0
Deu,8.75, 2.0
Den,7.182539682539682, 7.0
Deo,8.0, 1.0
pelle,7.0, 2.0
Hired,8.5, 1.0
Bamboo,7.0, 1.0
Ded,2.0, 1.0
Okno,8.0, 1.0
Swallow,8.0, 1.0
Presunto,8.5, 1.0
Lenin,8.06060606060606, 1.0
jueves,7.0, 1.0
Blueburger,7.0, 1.0
Buscando,7.0, 1.0
Surrender,9.0, 1.0
5ive,7.0, 1.0
Quicksilver,8.0, 1.0
bizi,10.0, 1.0
F�,6.0, 1.0
T�rkisch,6.0, 1.0
cut,5.0, 1.0
Motherhood,3.0, 1.0
Wizard,8.472972972972972, 2.0
Irresistible,6.0, 1.0
Giallo,10.0, 1.0
Winged,2.0, 1.0
Actually,8.222222222222218, 1.0
fronte,7.0, 1.0
Lauberge,7.375, 2.0
adversas,10.0, 1.0
Maximus,3.0, 1.0
Godspell,8.0, 1.0
Maximum,5.333333333333333, 2.0
Frank,6.750463821892394, 7.0
Montpensier,6.333333333333333, 1.0
Margot,7.5, 1.0
Frans,7.0, 1.0
smeshnogo,6.0, 1.0
Stitch,8.285714285714286, 1.0
Voss,8.0, 1.0
Yaariyan,4.285714285714286, 1.0
Waterloo,8.0, 1.0
suudelma,7.0, 1.0
Dam,8.5, 1.0
Dan,7.238095238095238, 1.0
Dar,8.0, 1.0
Das,7.073744437380801, 11.0
S�skind,7.0, 1.0
Goldmine,5.6, 1.0
Day,7.0894537979075904, 81.0
gundur,8.0, 1.0
Awake,6.392857142857142, 2.0
Dad,5.538775510204082, 7.0
Dag,6.5, 1.0
Andersen,7.0, 1.0
dozhd,8.0, 1.0
m�chant,7.666666666666667, 1.0
Dai,8.5, 2.0
Nevada,9.5, 1.0
Coraline,7.892857142857143, 1.0
Dak,6.166666666666667, 1.0
Senses,1.0, 1.0
Beasts,7.577981651376147, 1.0
Gothety,5.333333333333333, 1.0
Sierra,8.0, 1.0
ansatsusha,7.0, 1.0
Furious,7.45536536178738, 6.0
f�re,5.0, 1.0
Irupatthi,4.0, 1.0
Smarty,7.0, 1.0
Bigger,8.392857142857144, 3.0
Che,6.686507936507937, 4.0
terrore,7.625, 2.0
Lenny,8.0, 1.0
Shanmugi,7.0, 1.0
Jump,7.258241758241758, 3.0
Rabe,8.0, 1.0
Konjam,8.0, 1.0
Chi,6.703703703703704, 7.0
Skr�tek,8.0, 1.0
Raaz,10.0, 1.0
Yossi,7.0, 1.0
Cid,9.0, 1.0
Raat,5.0, 1.0
Ichimei,8.090909090909092, 1.0
Served,3.0, 1.0
Sitting,10.0, 1.0
Representation,8.0, 1.0
sotilas,10.0, 1.0
Propaganda,7.5, 1.0
Cleopatra,5.666666666666667, 1.0
Jung,7.0, 1.0
karkaavat,7.5, 1.0
Miri,7.08, 1.0
June,7.333333333333333, 3.0
Espacio,8.0, 1.0
Race,6.069367042068191, 9.0
Everyone,7.555555555555556, 3.0
Juno,7.709090909090909, 1.0
Junk,5.0, 1.0
Trauma,6.0, 2.0
Habana,8.0, 1.0
dernier,7.0, 3.0
Giorni,10.0, 1.0
modelo,7.333333333333333, 1.0
imposible,7.922437673130194, 1.0
Xiang,8.5, 2.0
ebian,5.0, 1.0
Hisses,7.0, 1.0
Emporium,5.5, 1.0
Patas,10.0, 1.0
Venkovsk?,7.0, 1.0
demonio,7.166666666666666, 2.0
Bilder,9.0, 1.0
Bio-Dome,5.0, 1.0
cons,8.363636363636363, 1.0
Sartana...,6.0, 1.0
como,6.5, 1.0
quan,7.75, 2.0
come,7.0, 4.0
Khosousi-e,3.0, 1.0
Scram,8.0, 1.0
Nickleby,9.5, 1.0
Manatsu,6.0, 1.0
Jeune,7.145833333333333, 1.0
Ghost,7.377595865783791, 23.0
Valhalla,5.9523809523809526, 1.0
Geschmacksache,7.0, 1.0
quai,8.5, 1.0
DNA,8.0, 1.0
July,8.066666666666666, 2.0
con,6.596153846153845, 10.0
col,7.0, 1.0
Mimi,8.5, 1.0
Boyhood,7.0, 1.0
Postcards,7.6, 1.0
Limits,6.833333333333334, 2.0
Mime,10.0, 1.0
Restoration,8.0, 1.0
Bakit,6.0, 1.0
Mavericks,7.469135802469136, 1.0
Molly,6.516666666666666, 5.0
pr�nom,7.352941176470588, 1.0
Biggie,6.0, 1.0
Limite,9.0, 1.0
vivere,6.0, 1.0
Bakia,6.0, 1.0
Cea,4.0, 1.0
bodas,6.0, 1.0
Mink,7.333333333333333, 1.0
Klute,7.25, 1.0
Musketeers,5.332386363636364, 1.0
Faust,7.875, 2.0
period,5.0, 1.0
Mind,6.932056800743359, 7.0
Vol.,8.380779848171152, 2.0
Mine,6.759162186379928, 8.0
Fischer,7.777777777777778, 2.0
sehire,8.0, 1.0
Cet,7.5, 1.0
Awara,6.0, 1.0
Sseo-ni,9.0, 1.0
Anderson,4.0, 1.0
Natale,7.5, 1.0
Fam�lia,5.0, 1.0
Dorkness,10.0, 1.0
Jury,4.9, 2.0
Segodnya,6.0, 1.0
Void,8.035714285714285, 2.0
Mike,6.553846153846154, 2.0
Hysteria,7.076923076923077, 1.0
Nonfilm,6.0, 1.0
Shaitan,7.0, 1.0
Margie,8.0, 1.0
Floats,7.0, 1.0
cosa,6.5, 1.0
Ratcatcher,7.0, 1.0
Margin,7.636363636363637, 2.0
Milk,8.323529411764705, 3.0
Milo,6.625, 2.0
vierte,8.0, 1.0
Liability,5.333333333333333, 1.0
Mile,6.578664844817491, 5.0
DIY,9.0, 1.0
Miko,10.0, 1.0
Cha,7.75, 3.0
Prank,4.0, 1.0
Piglets,9.0, 1.0
Beduin,5.0, 1.0
libres,6.75, 1.0
Shuttle,8.0, 1.0
Diego,7.0, 1.0
ruota,7.0, 1.0
Raja,6.75, 3.0
S�lo,8.0, 2.0
A.M.,4.25, 2.0
Through,8.108531746031746, 6.0
tatilde,8.0, 1.0
Caddyshack,7.5, 1.0
hours,8.0, 1.0
Voice,6.742857142857143, 7.0
Dragons,4.625, 4.0
Mizu,7.0, 1.0
Speelgoeddokter,1.0, 1.0
Santoori,10.0, 1.0
Karate,6.045625942684766, 6.0
Lonedale,4.0, 1.0
Maisie,8.628787878787879, 4.0
Secretly,6.666666666666667, 1.0
Sanam,6.166666666666667, 2.0
Execution,3.7142857142857144, 1.0
Aunt,9.0, 1.0
Alzheimer,8.0, 1.0
Vegucated,7.0, 1.0
cents,7.909090909090909, 1.0
Stalag,8.666666666666666, 1.0
Freakonomics,6.0, 1.0
plezant,7.5, 1.0
Natural,6.824404761904762, 3.0
Conqueror,6.5, 1.0
cento,6.0, 1.0
Hayride,2.3333333333333335, 1.0
Trumped,6.0, 1.0
Cry,7.031746031746032, 7.0
Kirikou,9.0, 1.0
Kaplani,5.0, 1.0
Barfly,6.0, 1.0
Smiling,8.5, 2.0
Blitz,6.3023255813953485, 1.0
Raho,6.625, 2.0
Italianamerican,8.0, 1.0
Just,6.9751887001887, 21.0
Buddha,9.0, 3.0
Raid,7.287878787878786, 3.0
cinque,6.0, 1.0
Interview,7.289743589743589, 5.0
Graves,6.0, 3.0
Godfrey,9.0, 1.0
Judgment,8.915816326530614, 3.0
Tupac,7.833333333333333, 2.0
Sangam,2.0, 1.0
Houseboat,8.5, 1.0
Rain,7.781493506493507, 10.0
Kissi,6.0, 1.0
Laile,8.0, 1.0
giorno,7.0, 2.0
Culture,8.666666666666666, 1.0
DOA,4.75, 1.0
Cultura,9.0, 1.0
Schindlers,9.191489361702128, 1.0
Fixer,7.0, 1.0
Nottie,8.5, 1.0
cha,6.45, 4.0
Kisna,7.0, 1.0
Abbas,6.0, 1.0
Bargain,7.0, 1.0
Auto,5.333333333333333, 3.0
Lindustriale,5.0, 1.0
Voci,4.0, 1.0
Gongdong,8.0, 1.0
Parents,7.9523809523809526, 2.0
Hogue,8.0, 1.0
Inventing,7.0, 1.0
$50K,5.666666666666667, 1.0
Jaaye,5.0, 1.0
Gippi,3.0, 1.0
198Jjeuk,7.0, 1.0
chu,6.5, 2.0
Feast,6.5, 4.0
Aguirre,9.333333333333334, 1.0
Projectionist,6.0, 1.0
Beautiful,8.409796516305777, 13.0
Rage,7.666666666666667, 6.0
Ex-Girlfriends,4.0, 1.0
che,6.391666666666667, 10.0
Ragi,8.0, 1.0
Boogens,4.0, 1.0
chi,5.333333333333333, 3.0
insignificantes,10.0, 1.0
Obitaemyy,4.0, 1.0
Dizzle,7.0, 1.0
Fears,6.5, 1.0
k�ldum,8.0, 1.0
L�t,7.875, 1.0
gekiga,8.0, 1.0
Daiamondo,10.0, 1.0
Madame,9.166666666666666, 3.0
Miss,7.375505866682338, 17.0
Pasti,9.0, 1.0
Sokaklar,3.0, 1.0
Stronger,7.75, 1.0
Inaka,10.0, 1.0
InAPPropriate,4.25, 1.0
Mist,6.675595238095238, 2.0
Sunset,7.748851674641149, 5.0
Vista,7.666666666666666, 2.0
Mistress,4.333333333333334, 2.0
Australia,6.95, 1.0
cin,7.5, 1.0
Chim�res,5.5, 1.0
Wrongfully,8.666666666666666, 1.0
avoir,8.5, 1.0
Raed,8.0, 1.0
Magdusa,8.0, 1.0
Radon,6.0, 1.0
Zapped,6.0, 1.0
Larssons,8.0, 1.0
Cop,6.22059607059607, 13.0
adam,7.0, 1.0
besar,6.0, 2.0
Mitt,7.222222222222222, 1.0
Con,7.481707317073171, 2.0
Miesten,7.0, 1.0
Cox,5.75, 1.0
Invention,6.083333333333334, 2.0
Rough,2.0, 1.0
Obamas,4.5, 1.0
Rouge,8.475641025641028, 2.0
Doors,7.7, 2.0
Olsson,7.0, 1.0
dneska,7.5, 1.0
Gaya,7.75, 2.0
irani,8.0, 1.0
Motivation,9.0, 1.0
Gaye,4.5, 1.0
tiene,7.0, 1.0
sa-rang,9.0, 1.0
Scents,3.0, 1.0
orfanato,7.65, 1.0
Raining,8.0, 1.0
F?r,7.5, 1.0
Stalin,5.0, 1.0
Theres,7.641025641025641, 3.0
Serve,7.0, 2.0
Nuestro,6.0, 1.0
D-Day,7.0, 1.0
Halls,5.75, 1.0
Keoma,7.0, 1.0
Herself,7.0, 1.0
Salem,5.446153846153846, 1.0
Witches,7.085714285714285, 2.0
nuda,4.0, 1.0
Re-Generator,1.0, 1.0
Hyalagaad,4.0, 1.0
Poseidon,4.4541666666666675, 4.0
Joans,9.0, 1.0
Liebelei,10.0, 1.0
McLintock,8.5, 1.0
Whiteboyz,2.0, 1.0
7eventy,7.0, 1.0
Ankhon,8.0, 1.0
Vnus,8.416666666666666, 1.0
Pudor,6.0, 1.0
Amadeus,8.680851063829786, 1.0
Kahuna,7.0, 1.0
krui,3.0, 1.0
kosmos,4.5, 1.0
Saskin,7.0, 1.0
Butler,7.5, 1.0
Yella,7.0, 1.0
ieotdeon,7.0, 1.0
adim,9.0, 1.0
Azkaban,8.557692307692305, 1.0
Autumn,7.4, 1.0
Pandaemonium,7.0, 1.0
Bulshinjiok,5.0, 1.0
pyoryugi,8.555555555555555, 1.0
Henjel,7.0, 1.0
dej�rmelas,7.909090909090909, 1.0
Dzi,8.0, 1.0
Whipcord,6.0, 1.0
Foolish,2.0, 1.0
gyakush�,6.5, 2.0
Baixa,6.0, 1.0
een,6.5, 2.0
Camelot,3.0, 1.0
jours,7.059451219512195, 4.0
Distante,7.0, 1.0
12/12/12,1.3333333333333333, 1.0
Pinprick,4.0, 1.0
Shawshank,9.477690288713902, 1.0
yeung,8.619047619047619, 1.0
Paris,7.37225774717167, 19.0
Another,6.744705621572653, 18.0
ardilla,8.0, 1.0
M�bius,7.590909090909091, 1.0
Drowning,8.0, 1.0
Kickboxer,7.590909090909091, 2.0
Serra,5.0, 1.0
histoire,6.0, 1.0
Salak,8.0, 1.0
Keulraesik,7.666666666666667, 1.0
taime,8.133333333333333, 2.0
Martyrs,7.5, 1.0
Afterschool,4.5, 1.0
Amigos,7.777777777777778, 1.0
Riddle,3.5, 1.0
Radio,7.75909090909091, 5.0
Removed,7.0, 1.0
Expiration,5.0, 1.0
There?,8.5, 1.0
Matilda,8.272727272727273, 1.0
Captain,7.1175740056620675, 11.0
Kapal,10.0, 1.0
Citadel,5.6, 1.0
Maniac,6.015415140415141, 3.0
incierto,7.0, 1.0
Octopussy,6.666666666666667, 1.0
Anfnger,6.0, 1.0
Condor,8.6, 1.0
There.,8.7, 2.0
vache,8.0, 1.0
costretto,10.0, 1.0
geu-dae-man,8.0, 1.0
Naruto,7.5, 2.0
Garo,9.0, 1.0
Garp,8.333333333333334, 1.0
Moszkva,6.0, 1.0
Potyomkin,7.545454545454546, 1.0
Hitchcock,7.1959183673469385, 1.0
Garv,7.0, 1.0
Sangre,3.0, 1.0
T�l�,8.0, 1.0
sshingeki,7.0, 1.0
soliti,8.0, 1.0
Center,6.723232323232324, 6.0
Condorman,7.0, 1.0
Ego,8.0, 1.0
czyli,5.0, 1.0
toits,7.0, 1.0
Leve,5.0, 1.0
Painting,8.0, 1.0
